# Server / Fusion Coverage Audit
Generated: 2026-09-23
Mode: local runtime foundation audit. Dashboard, matching, workers, and UI copy remain out of scope.

## A. Local Server Registry
| code | displayName | host | numericId | aliases | releaseDate | type | region | active |
| f15.sfgame.net | F15 | 489 | 2024-02-02 15:00:00 | 14 | s17.sfgame.cz, s18.sfgame.cz, s19.sfgame.cz, s20.sfgame.cz, s21.sfgame.cz, s22.sfgame.cz, s23.sfgame.cz, s24.sfgame.cz, ... (14 total) |
| f16.sfgame.net | F16 | 490 | 2024-02-09 15:00:00 | 12 | s6.sfgame.cz, s7.sfgame.cz, s8.sfgame.cz, s9.sfgame.cz, s10.sfgame.cz, s11.sfgame.cz, s12.sfgame.cz, s13.sfgame.cz, ... (12 total) |
| f17.sfgame.net | F17 | 491 | 2024-02-09 15:00:00 | 9 | s1.sfgame.de, s2.sfgame.de, s3.sfgame.de, s4.sfgame.de, buffed.sfgame.de, rtl2.sfgame.de, gamona.sfgame.de, xchar.sfgame.de, ... (9 total) |
| f18.sfgame.net | F18 | 492 | 2024-02-09 15:00:00 | 5 | s1.sfgame.cz, s2.sfgame.cz, s3.sfgame.cz, s4.sfgame.cz, s5.sfgame.cz |
| f19.sfgame.net | F19 | 493 | 2024-02-16 15:00:00 | 15 | s1.sfgame.hu, s2.sfgame.hu, s3.sfgame.hu, s4.sfgame.hu, s5.sfgame.hu, s6.sfgame.hu, s7.sfgame.hu, s8.sfgame.hu, ... (15 total) |
| f20.sfgame.net | F20 | 494 | 2024-02-16 15:00:00 | 12 | s29.sfgame.cz, s16.sfgame.hu, s34.sfgame.pl, w6.sfgame.net, w7.sfgame.net, w8.sfgame.net, w9.sfgame.net, w10.sfgame.net, ... (12 total) |
| f21.sfgame.net | F21 | 495 | 2024-02-16 15:00:00 | 11 | s30.sfgame.cz, s38.sfgame.de, s35.sfgame.pl, w22.sfgame.net, w23.sfgame.net, w24.sfgame.net, w25.sfgame.net, w26.sfgame.net, ... (11 total) |
| f22.sfgame.net | F22 | 500 | 2024-03-15 15:00:00 | 14 | s31.sfgame.cz, s32.sfgame.cz, s39.sfgame.de, s40.sfgame.de, s17.sfgame.hu, s36.sfgame.pl, s37.sfgame.pl, w31.sfgame.net, ... (14 total) |
| f23.sfgame.net | F23 | 501 | 2024-10-11 14:00:00 | 18 | s33.sfgame.cz, s34.sfgame.cz, s41.sfgame.de, s42.sfgame.de, s14.sfgame.fr, s15.sfgame.fr, s18.sfgame.hu, s19.sfgame.hu, ... (18 total) |
| f24.sfgame.net | F24 | 502 | 2025-02-07 15:00:00 | 5 | w46.sfgame.net, w47.sfgame.net, w48.sfgame.net, w49.sfgame.net, w50.sfgame.net |
| f25.sfgame.net | F25 | 529 | 2025-02-07 15:00:00 | 6 | s35.sfgame.cz, s43.sfgame.de, s20.sfgame.hu, s40.sfgame.pl, w51.sfgame.net, w52.sfgame.net |
| f26.sfgame.net | F26 | 530 | 2025-03-07 15:00:00 | 4 | w53.sfgame.net, w54.sfgame.net, w55.sfgame.net, w56.sfgame.net |
| f27.sfgame.net | F27 | 539 | 2025-08-01 14:00:00 | 4 | w57.sfgame.net, w58.sfgame.net, w59.sfgame.net, w60.sfgame.net |
| f28.sfgame.net | F28 | 549 | 2026-02-06 15:00:00 | 4 | s1.sfgame.eu, s2.sfgame.eu, s3.sfgame.eu, s4.sfgame.eu |
| f29.sfgame.net | F29 | 550 | 2026-10-16 15:00:00 | 4 | s5.sfgame.eu, s6.sfgame.eu, s7.sfgame.eu, s8.sfgame.eu |
| gnarogrim.sfgame.net | GNAROGRIM | 546 | 2026-06-05 14:00:00 | 3 | f15.sfgame.net, f16.sfgame.net, f18.sfgame.net |
| maerwynn.sfgame.net | MAERWYNN | 533 | 2025-04-25 14:00:00 | 5 | f1.sfgame.net, f2.sfgame.net, f3.sfgame.net, f4.sfgame.net, f5.sfgame.net |
| stumblesteppe.sfgame.net | STUMBLESTEPPE | 560 | 2026-07-10 14:00:00 | 3 | f6.sfgame.net, f12.sfgame.net, f20.sfgame.net |

Official config coverage: 363 servers total; 33 fusion/named target groups. Fusion-related hosts missing from local registry: 0.
Important current/future config facts: f28.sfgame.net numericId=549, p=2026-02-06 15:00:00; f29.sfgame.net numericId=550, p=2026-10-16 15:00:00, origins EU5-EU8 with migration cutoff 2026-10-15 21:59:59. F29 is future relative to 2026-09-23.

## G. Other In-Repo Server Sources
| source | coverage | notes |
| --- | --- | --- |
| src/data/servers.ts | 51 picker entries | UI/toplist picker only; intentionally not authoritative for resolver coverage. |
| src/pages/servers/overview/serversOverview.config.ts | 351 nodes; 53 entrypoints | Broad fusion tree sketch through F27 plus Maerwynn/Black Forest/Granogrim; no numeric IDs, hosts, release dates, effective dates, or source metadata. It says screenshot-derived and should not become authoritative without verification. |
| tools/backfill-monthly-*.mts | named read aliases | Maintains read aliases for MAERWYNN, BLACKFOREST, GNAROGRIM, STUMBLESTEPPE/STUMPLESTEPPE; these are currently outside serverResolver. |
| Firestore servers | snapshot unavailable | Manually maintained operational registry; no releaseDate/aliases in snapshot. |

## H. Coverage Matrix: Local vs Firestore vs Official Config
| server | local | firestore | official config | numericId local/firestore/config | host local/firestore/config |
| --- | --- | --- | --- | --- | --- |
| BLACKFOREST | yes | no | yes | 545//545 | blackforest.sfgame.net//blackforest.sfgame.net |
| EU1 | yes | no | yes | 458//458 | s1.sfgame.eu//s1.sfgame.eu |
| EU2 | yes | no | yes | 460//460 | s2.sfgame.eu//s2.sfgame.eu |
| EU3 | yes | no | yes | 462//462 | s3.sfgame.eu//s3.sfgame.eu |
| EU4 | yes | no | yes | 464//464 | s4.sfgame.eu//s4.sfgame.eu |
| EU5 | yes | no | yes | 466//466 | s5.sfgame.eu//s5.sfgame.eu |
| EU6 | yes | no | yes | 472//472 | s6.sfgame.eu//s6.sfgame.eu |
| EU7 | yes | no | yes | 475//475 | s7.sfgame.eu//s7.sfgame.eu |
| EU8 | yes | no | yes | 479//479 | s8.sfgame.eu//s8.sfgame.eu |
| EU9 | yes | no | yes | 480//480 | s9.sfgame.eu//s9.sfgame.eu |
| EU10 | yes | no | yes | 496//496 | s10.sfgame.eu//s10.sfgame.eu |
| EU11 | yes | no | yes | 499//499 | s11.sfgame.eu//s11.sfgame.eu |
| EU12 | yes | no | yes | 515//515 | s12.sfgame.eu//s12.sfgame.eu |
| EU13 | yes | no | yes | 517//517 | s13.sfgame.eu//s13.sfgame.eu |
| EU14 | yes | no | yes | 518//518 | s14.sfgame.eu//s14.sfgame.eu |
| EU15 | yes | no | yes | 519//519 | s15.sfgame.eu//s15.sfgame.eu |
| EU16 | yes | no | yes | 520//520 | s16.sfgame.eu//s16.sfgame.eu |
| EU17 | yes | no | yes | 528//528 | s17.sfgame.eu//s17.sfgame.eu |
| EU18 | yes | no | yes | 531//531 | s18.sfgame.eu//s18.sfgame.eu |
| EU19 | yes | no | yes | 534//534 | s19.sfgame.eu//s19.sfgame.eu |
| EU20 | yes | no | yes | 537//537 | s20.sfgame.eu//s20.sfgame.eu |
| EU21 | yes | no | yes | 538//538 | s21.sfgame.eu//s21.sfgame.eu |
| EU22 | yes | no | yes | 541//541 | s22.sfgame.eu//s22.sfgame.eu |
| EU23 | yes | no | yes | 542//542 | s23.sfgame.eu//s23.sfgame.eu |
| EU24 | yes | no | yes | 547//547 | s24.sfgame.eu//s24.sfgame.eu |
| EU25 | yes | no | yes | 548//548 | s25.sfgame.eu//s25.sfgame.eu |
| EU26 | yes | no | yes | 551//551 | s26.sfgame.eu//s26.sfgame.eu |
| EU27 | yes | no | yes | 553//553 | s27.sfgame.eu//s27.sfgame.eu |
| EU28 | yes | no | yes | 557//557 | s28.sfgame.eu//s28.sfgame.eu |
| EU29 | yes | no | yes | 559//559 | s29.sfgame.eu//s29.sfgame.eu |
| EU30 | yes | no | yes | 561//561 | s30.sfgame.eu//s30.sfgame.eu |
| EU31 | yes | no | yes | 562//562 | s31.sfgame.eu//s31.sfgame.eu |
| F1 | yes | no | yes | 469//469 | f1.sfgame.net//f1.sfgame.net |
| F2 | yes | no | yes | 473//473 | f2.sfgame.net//f2.sfgame.net |
| F3 | yes | no | yes | 474//474 | f3.sfgame.net//f3.sfgame.net |
| F4 | yes | no | yes | 476//476 | f4.sfgame.net//f4.sfgame.net |
| F5 | yes | no | yes | 477//477 | f5.sfgame.net//f5.sfgame.net |
| F6 | yes | no | yes | 478//478 | f6.sfgame.net//f6.sfgame.net |
| F7 | yes | no | yes | 481//481 | f7.sfgame.net//f7.sfgame.net |
| F8 | yes | no | yes | 482//482 | f8.sfgame.net//f8.sfgame.net |
| F9 | yes | no | yes | 483//483 | f9.sfgame.net//f9.sfgame.net |
| F10 | yes | no | yes | 484//484 | f10.sfgame.net//f10.sfgame.net |
| F11 | yes | no | yes | 485//485 | f11.sfgame.net//f11.sfgame.net |
| F12 | yes | no | yes | 486//486 | f12.sfgame.net//f12.sfgame.net |
| F13 | yes | no | yes | 487//487 | f13.sfgame.net//f13.sfgame.net |
| F14 | yes | no | yes | 488//488 | f14.sfgame.net//f14.sfgame.net |
| F15 | yes | no | yes | 489//489 | f15.sfgame.net//f15.sfgame.net |
| F16 | yes | no | yes | 490//490 | f16.sfgame.net//f16.sfgame.net |
| F17 | yes | no | yes | 491//491 | f17.sfgame.net//f17.sfgame.net |
| F18 | yes | no | yes | 492//492 | f18.sfgame.net//f18.sfgame.net |
| F19 | yes | no | yes | 493//493 | f19.sfgame.net//f19.sfgame.net |
| F20 | yes | no | yes | 494//494 | f20.sfgame.net//f20.sfgame.net |
| F21 | yes | no | yes | 495//495 | f21.sfgame.net//f21.sfgame.net |
| F22 | yes | no | yes | 500//500 | f22.sfgame.net//f22.sfgame.net |
| F23 | yes | no | yes | 501//501 | f23.sfgame.net//f23.sfgame.net |
| F24 | yes | no | yes | 502//502 | f24.sfgame.net//f24.sfgame.net |
| F25 | yes | no | yes | 529//529 | f25.sfgame.net//f25.sfgame.net |
| F26 | yes | no | yes | 530//530 | f26.sfgame.net//f26.sfgame.net |
| F27 | yes | no | yes | 539//539 | f27.sfgame.net//f27.sfgame.net |
| F28 | yes | no | yes | 549//549 | f28.sfgame.net//f28.sfgame.net |
| F29 | yes | no | yes | 550//550 | f29.sfgame.net//f29.sfgame.net |
| GNAROGRIM | yes | no | yes | 546//546 | gnarogrim.sfgame.net//gnarogrim.sfgame.net |
| MAERWYNN | yes | no | yes | 533//533 | maerwynn.sfgame.net//maerwynn.sfgame.net |
| STUMBLESTEPPE | yes | no | yes | 560//560 | stumblesteppe.sfgame.net//stumblesteppe.sfgame.net |

## I. Compensation Matrix and Policy Findings
| event | policy | oldest origin | release dates complete? | formula applicable? | evidence/confidence |
| --- | --- | --- | --- | --- | --- |
| F1-F23 | none or historical coupon only | varies | not required for levelGoldV1 | no | Project assumption; needs event-by-event confirmation for exact wording. |
| F24-F27 | unknown | event-specific | not used until policy confirmed | no | Policy remains explicit unknown; no F24+ heuristic is applied. |
| F28 | levelGoldV1 | EU1 | yes for EU1-EU4 | yes | Existing local validated EU release dates and F28 behavior preserved as regression baseline. |
| Maerwynn | none | F1 | ambiguous | no | Steam announcement explicitly says no compensation other than usual fusion coupon for fusion-of-fused-worlds. |
| Blackforest/Gnarogrim/Stumble Steppe | unknown | fusion targets | ambiguous | unknown | Need official announcement pages to confirm whether Maerwynn rule was repeated. |
| F29 | unknown | EU5 | release dates needed for EU5-EU8 if policy changes | no | Official config schedules event for 2026-10-16; compensation remains unknown until event-specific confirmation. |

Current helper status: fusionCompensation.ts evaluates compensation against the direct FusionEvent participant set and refuses unknown policies instead of inferring them from dates or ancestry.

## J. Missing Data
Blocking unknowns:
- ReleaseDate coverage remains intentionally limited to currently validated EU1-EU4 values.
- Compensation policy is not explicit per event except F28 local relations; Blackforest/Gnarogrim/Stumble Steppe/F29 need official announcement verification.
- Named server canonicalization conflict: official/config uses blackforest and stumblesteppe hosts; local backfill code accepts BLACKFOREST, BLACK_FOREST, STUMBLESTEPPE and typo STUMPLESTEPPE; overview uses BLACK_FOREST and GRANOGRIM.

Non-blocking unknowns:
- Missing release dates on policy=none/unknown events do not block resolution.
- UI picker completeness is separate from resolver completeness; obsolete fusion targets need to remain resolvable but do not all need dashboard tiles.
- Raw scan values should remain raw; resolver aliases can grow without rewriting imported scans.

## K. Data Model Recommendation
Implemented foundation: ServerDefinition has hosts[] and aliases[], numericId stays optional, type/active semantics are explicit, and releaseDate remains optional.
Implemented foundation: FusionEvent is event-shaped with id, origins[], target, effectiveDate?, and explicit compensationPolicy.
Implemented foundation: Resolver validation checks unknown endpoints, cycles, duplicate outgoing origin events, duplicate event ids, duplicate targets, duplicate hosts, duplicate aliases, and duplicate numeric IDs.

## L. Implementation Phases
Completed in this block: canonical aliases, bulk local registry from official config, FusionEvent model, DAG validation, direct/transitive lineage helpers, future event status, and event-bound compensation policy handling.
Next block should integrate this foundation into Fusion Identity dashboard/matching scopes deliberately, replacing the temporary F28-only compatibility adapter only after UI and worker behavior are covered.

